0.000151407,0.000144272,0.000140112,0.00010711,8.79097e-05,0.000121703,0.000146461,0.000152522,0.0001514,0.000162599,0.000167102,0.000161616
0.000179455,0.000137218,0.00014708,0.000211595,0.000195661,0.00012665,0.000119516,0.000208549,0.000170229,0.0001678,0.000321838,0.000325087
0.000208699,0.00013277,0.000194207,0.00024017,0.000228984,0.000156799,0.000119043,0.000187829,0.000204373,0.000163661,0.000341542,0.000367568
0.000193224,7.24951e-05,0.000125457,0.000161416,7.80295e-05,0.000110533,0.00011496,0.000106101,0.000107818,0.000102656,0.000281879,0.000296401
0.000191515,0.000209398,0.000143877,0.000101917,0.000125548,0.000139787,0.000101877,0.00012653,9.82516e-05,0.000129465,0.000286523,0.000241031
0.000220261,0.000233904,0.000203754,0.000171932,0.000175066,0.000103221,8.23723e-05,9.96566e-05,0.000170095,0.000101613,0.000291387,0.000339585
0.000254098,0.000219567,0.000189659,0.000195192,0.000144743,9.31187e-05,0.000116572,0.000153322,0.000233744,0.000298696,0.000360411,0.000350794
0.000158361,0.000152417,0.000155361,0.000211423,0.000176856,9.74615e-05,7.71305e-05,8.7905e-05,0.000178673,9.51897e-05,0.000310095,0.000249374
0.000181784,0.000238099,0.000255135,0.00026896,0.000210083,0.000183902,9.90872e-05,0.000105428,0.000136095,0.000208807,0.000317619,0.000283656
0.00010634,0.000135693,0.000188972,0.000176585,7.8772e-05,0.000105737,9.76616e-05,0.00010317,7.53475e-05,0.000102516,0.000293613,0.000283286
0.000163931,0.000127998,0.000210157,0.000170401,0.000135726,0.000139328,0.000140366,9.26474e-05,0.000143926,8.57925e-05,0.000265809,0.000273382
0.000156077,0.00012813,0.000125484,0.000159615,0.000163809,0.000190897,0.000175248,0.000115194,0.000122113,0.000158824,0.000364002,0.000308946
0.000236064,0.000126651,0.000107994,8.93095e-05,7.90349e-05,8.93358e-05,0.000130728,0.0001564,0.000137402,7.00444e-05,0.000342895,0.000415196
0.000132099,0.000157712,0.0001045,0.000101742,9.71467e-05,0.000133539,0.000117514,0.000158987,0.000156831,0.000168911,0.000346354,0.00027432
0.000174844,0.000166152,0.000159743,0.000163064,0.000172193,0.000164868,0.000105316,0.000202295,0.000162783,0.000110418,0.000337201,0.000291327
0.00011467,0.000189369,0.000245387,0.000152762,7.30043e-05,0.000115831,6.65349e-05,0.000149754,0.000149645,0.000141398,0.00030497,0.000283911
0.000143463,0.000191021,0.00025816,0.000198982,0.000141245,0.000101895,0.000171945,0.000115423,0.00015199,0.000120029,0.000261149,0.000306275
0.000264297,0.000235056,0.000284271,0.000302622,0.000251315,0.000212576,0.000207281,0.000209355,0.000240529,0.000171802,0.000319404,0.000357542
0.000219166,0.000260451,0.000244401,0.000238902,0.000265743,0.00025715,0.000171863,0.000159588,0.000159687,0.000223926,0.000317482,0.000267264
0.000209995,0.000202533,0.000186885,0.000140266,0.0002262,0.000207288,0.000113509,0.000164566,0.00014776,0.000186565,0.000332796,0.000338551
0.000187358,0.000164896,0.000114478,9.28318e-05,0.000130485,0.000150286,0.000157452,0.000130939,0.000106516,0.000131586,0.000286763,0.000224292
0.000243905,0.00014818,8.87338e-05,0.000119236,0.000105202,8.75024e-05,8.798e-05,6.90456e-05,6.49375e-05,7.91897e-05,0.000226515,0.000262005
0.000123332,9.76685e-05,9.23324e-05,0.000168671,0.000133956,7.78427e-05,0.000112378,0.000123876,0.000148904,0.000133148,0.000219078,0.000226807
0.000191154,0.000161506,0.000180764,0.0002046,0.000198998,0.000116168,0.000103651,8.8705e-05,0.000116426,0.000111231,0.000187822,0.000246451
0.000168404,0.000161535,0.000251063,0.000177319,0.000144859,0.000169808,0.00012182,6.67541e-05,0.000110829,0.000115308,0.000193686,0.00026517
0.000292115,0.000272423,0.000272965,0.000272506,0.000246873,0.000197759,0.000201171,0.000212314,0.000230586,0.000254414,0.000335662,0.000338473
0.000120473,0.000149106,8.06843e-05,0.000136054,0.000155052,0.000152467,0.000112875,0.000137681,0.000154805,0.000131681,0.000160156,0.000176626
0.000175496,0.000128273,0.00017636,0.000154328,0.000225839,0.000190341,0.000190824,0.000160393,0.00015791,0.00016794,0.000213727,0.000211857
0.000133796,0.000139756,8.97941e-05,0.000109638,0.0001586,0.000200881,0.000188044,0.000151771,0.000169,9.41434e-05,0.000152514,0.000137341
0.00036176,0.000373544,0.000317723,0.000292288,0.000340733,0.000373252,0.000393726,0.000359955,0.000397025,0.000395654,0.00046253,0.000439896
0.00023137,0.000227351,0.000226734,0.000195959,0.000131676,9.82972e-05,0.000127667,0.000159243,0.000133893,0.000173293,0.000212232,0.00016578
0.000166787,0.000163955,0.000126826,0.000135731,0.000121316,0.000190006,0.000167537,0.000118111,0.00014318,0.000190969,0.000205212,0.000143276
0.000194519,0.00020456,0.000161468,0.000174391,0.000151976,0.000191483,0.000164059,0.000132235,0.000202169,0.000170898,4.64975e-05,0.000128949
0.000317778,0.000279005,0.000232747,0.000217234,0.000233985,0.000244693,0.000276241,0.000286626,0.000312758,0.000241262,0.000164579,0.000231944
0.000256165,0.000135848,0.000136446,0.000162461,0.000171431,0.000189718,0.00023274,0.000177843,8.33217e-05,0.000105116,7.56939e-05,5.32167e-05
0.000289357,0.000241363,0.000233902,0.000265516,0.000242892,0.000180441,0.000223681,0.000237111,0.000152484,9.77466e-05,0.00011931,0.000151051
0.000349036,0.000350541,0.000265187,0.000219013,0.000177319,0.000169755,0.000177146,0.000193838,0.000202729,0.000126597,0.00010796,0.000220169
0.000308027,0.000268664,0.000231363,0.000169036,0.000213384,0.000191069,9.76327e-05,0.000124942,0.000161059,0.000160133,0.00023954,0.000223799
0.000208687,0.000152199,0.000215597,0.000178387,0.000196085,0.00015987,0.000205816,0.000124778,8.94688e-05,0.000174169,0.000248819,0.000174706
0.000211949,0.000254761,0.000227282,0.000170729,0.000109465,0.000132193,0.000143118,0.000155227,0.000121482,0.000145911,0.000196609,0.000106674
0.000177119,0.000235412,0.000143835,0.000143335,0.000169307,0.0001854,0.000156535,0.000132846,0.000100111,0.000150452,0.000138021,9.14271e-05
