,Pitch_Class_Histogram_0,Pitch_Class_Histogram_1,Pitch_Class_Histogram_2,Pitch_Class_Histogram_3,Pitch_Class_Histogram_4,Pitch_Class_Histogram_5,Pitch_Class_Histogram_6,Pitch_Class_Histogram_7,Pitch_Class_Histogram_8,Pitch_Class_Histogram_9,Pitch_Class_Histogram_10,Pitch_Class_Histogram_11,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Major_or_Minor,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Repeated_Notes,Chord_Duration,Partial_Chords,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration
"C:\Users\Fierce\Documents\WEEK 10\SonatainCmajorLudwigA.mid",0.2742, 0.0, 0.1371, 0.002688, 0.1237, 0.1452, 0.0, 0.1156, 0.0, 0.1022, 0.05645, 0.04301, 31.0, 9.0, 2.0, 1.0, 48.0, 3.0, 65.0, 5.72, 55.0, 7.0, 0.0914, 24.0, 12.64, 0.0, 2.0, 4.504, 0.07692, 0.2863, 0.8436, 0.05625, 0.949, 0.2606
