-16.9442,3.00712,0.96434,0.230016,-0.0448432,0.135625,0.604298,0.394985,0.133603,-0.0152656,-0.250967,0.0491732,0.31369,-0.0754225,-0.0834423,0.00423324,-0.126592,-0.166956,-0.292921,0.0395949
-16.1717,2.99625,0.762327,0.248958,0.390507,0.386118,0.29581,0.156743,0.145079,0.111337,-0.150858,-0.0566142,0.174275,-0.12457,-0.222937,-0.0752703,-0.0241492,0.0749863,0.0686397,0.0165105
-16.0253,2.92235,0.543675,0.11146,0.252274,0.166553,0.0643119,-0.238125,-0.201529,-0.103283,0.138425,0.19226,-0.289693,-0.194815,-0.0599796,0.104634,-0.0470277,-0.0675941,0.0440756,-0.0524695
-16.3726,2.66227,0.497157,0.315927,0.499311,0.165272,-0.132974,0.0530272,0.052212,0.176245,0.0421084,-0.059252,-0.246409,0.0105609,0.0559477,0.333147,0.0800822,-0.106989,-0.211058,-0.241658
-16.4211,2.63178,0.556434,0.856507,0.685148,0.207171,-0.132525,0.0186007,0.0260755,-0.0123937,-0.0935289,0.0080407,-0.118174,-0.0925362,0.010491,-0.0551197,0.114949,0.111014,-0.0461204,-0.275349
-16.097,2.91271,0.6328,0.382082,0.416384,0.0216745,0.124183,0.096641,0.1732,0.14071,-0.0625558,0.0215759,-0.179506,-0.174762,-0.246409,-0.0360137,-0.134346,-0.0778404,-0.084484,-0.0625725
-16.2427,2.54026,0.703915,0.530429,0.333124,0.302485,0.108938,0.139096,-0.163855,0.00595698,-0.00266658,0.0642418,0.0347948,-0.0691967,-0.0910941,0.0998117,-0.0944346,-0.0870923,0.0897801,-0.0175349
-16.733,2.56631,0.685811,0.358872,0.361743,0.473459,0.253374,-0.198313,-0.130897,-0.0341014,0.134892,0.19112,0.13107,-0.164109,-0.0362132,0.0326806,-0.0947641,-0.0314508,0.202394,-0.134614
-16.5662,2.46909,0.471138,0.606346,0.318393,0.189402,0.287456,0.0739054,-0.0189998,-0.0118528,0.110954,0.00199464,-0.132059,-0.285182,-0.250756,0.030774,-0.00547421,0.0679932,0.165615,-0.1438
-16.2968,2.66539,0.70734,0.597647,0.239802,0.266445,0.133248,-0.0234908,-0.190759,-0.245165,-0.0862685,-0.0279844,-0.0869095,-0.262099,-0.179358,-0.0300235,-0.129005,-0.0721413,-0.0448196,-0.00555343
