0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

-34.4192,-1.22774,0.312389,-0.271859,0.318699,-1.05405,-0.0509081,0.61264,0.0676326,0.670807,0.551052,0.462275,-0.108032,-0.161751,-0.452409,-0.149708,0.0839474,0.0720831,0.240772,0.000957062
-26.3647,-0.454544,0.0648223,-0.205912,0.385706,-0.602133,-0.378472,-0.0952394,-0.357614,-0.0510191,-0.0414394,0.347883,-0.0711905,-0.645356,-0.425848,-0.0847589,-0.0164176,0.305177,0.198903,0.321941
-24.4826,0.290807,0.819052,-0.067382,0.526331,0.45762,0.12194,-0.0540735,0.131446,0.0691942,-0.173432,-0.0357005,-0.096145,-0.110392,0.147376,0.464868,-0.076926,0.0697584,0.125219,0.0149431
-23.1196,0.617703,0.926453,0.0616371,0.192412,0.38827,0.539793,-0.127924,0.296274,0.193708,-0.178298,0.0139474,0.220121,0.0348324,-0.324014,0.441298,0.572748,-0.0844968,-0.0659198,0.212588
-23.1289,0.50142,0.73648,-0.176017,-0.0361728,0.316368,0.218579,-0.258583,0.180798,0.391596,0.2519,0.291733,0.033628,0.179564,-0.456082,0.000782763,0.305908,-0.0771729,-0.0104871,-0.0293406
-22.7448,0.375679,0.782184,0.208328,0.00730647,0.0220436,0.20719,-0.191744,0.0665612,0.219592,0.0114683,-0.0307476,0.0473718,0.12719,-0.114724,-0.0904288,0.208862,0.12997,0.106286,-0.00717984
-22.7552,0.551641,0.748468,0.229569,0.169434,-0.0313193,-0.0288083,-0.271144,-0.121878,0.293354,-0.124081,0.0642706,0.207456,0.142139,0.266627,0.250876,0.169085,0.112009,0.0926731,-0.0274087
-23.0366,0.57916,0.870266,0.126532,0.0985335,0.244613,0.171548,-0.0902077,0.247516,0.115463,0.0421825,0.0404606,0.0198192,0.0117274,0.00929407,0.0610694,0.0501843,0.211881,0.214089,-0.0560552
-23.2143,0.734935,0.606906,0.226799,0.141427,0.305924,0.197046,0.0975602,0.0387341,-0.141566,-0.042875,-0.106065,0.0100127,-0.115789,0.240446,0.0461229,0.10907,0.128754,0.133551,-0.0664448
-22.876,0.641304,0.497192,0.0535705,0.0408117,0.00190858,0.102171,0.109602,-0.0533664,0.120664,0.399831,0.307888,0.201429,0.366329,0.253422,0.0281758,0.10204,0.22749,0.28176,0.0335332
-22.8988,0.6373,0.552097,0.449302,0.337438,0.404126,0.120346,0.0521486,0.270094,0.0435338,-0.178822,0.0182445,0.122515,0.174049,0.0818928,-0.126008,-0.137305,0.0135616,0.162526,0.138097
-22.9427,0.619973,0.208155,0.362828,0.258418,0.139545,0.100018,-0.0121032,0.0703986,0.22508,-0.103602,-0.15767,0.0014856,-0.0703924,-0.127552,0.165994,0.0542287,0.0159251,0.233243,0.111785
-22.7856,0.701739,0.238497,0.453105,0.132643,0.157573,0.189632,0.396533,0.285,-0.0149852,-0.0555749,0.0338191,0.225416,-0.0361968,0.00839047,-0.117045,0.0746573,0.194318,0.20677,0.11328
-23.0953,0.623276,0.583033,0.42724,0.292287,0.14577,0.0821132,0.280984,0.123701,0.101316,0.0562554,0.152021,-0.103528,0.102123,0.143259,-0.0471648,-0.0400316,0.232571,0.00492514,0.0720973
