-20.485,2.32187,0.326578,0.383381,0.428068,0.316148,0.310464,0.30381,0.175682,0.19634,0.0362026,0.0836715,0.111232,-0.055783,-0.089625,-0.0592763,-0.0931449,-0.0930294,-0.0524293,0.132447
-19.4366,1.07159,0.338813,1.03121,0.554711,0.446435,0.239297,0.412637,0.320925,0.178334,0.0824217,0.138658,0.142678,0.218397,0.178406,0.121918,0.0338077,0.0140921,0.034098,0.0714022
-20.6363,1.63281,0.629307,0.933852,0.640136,0.620452,0.394419,0.453315,0.191814,-0.0262532,0.0184645,0.183005,0.0923642,0.228144,0.00387093,-0.0296641,0.159699,0.21356,0.126112,0.112492
-20.4912,1.44799,0.866029,0.781114,0.493748,0.454855,0.325325,0.199548,0.346495,0.467013,0.200233,0.023493,-0.162214,-0.0558952,-0.0495017,-0.0557866,0.230671,0.164858,0.117697,0.0576161
-18.5884,0.579157,0.809846,0.876386,0.535157,0.596343,0.498543,0.421089,0.269081,0.0260221,-0.0230019,0.141947,0.132534,0.242874,0.42173,0.273598,0.0332261,-0.0778139,0.0347249,0.180107
-18.2683,0.645549,0.0982077,0.644288,0.390627,0.395154,0.292993,0.331447,0.14521,0.241372,0.131056,0.216672,0.164137,0.248555,0.249807,0.203485,0.0407714,0.027852,-0.0267166,0.000626955
-19.0153,0.892798,0.376471,0.84062,0.54866,0.540064,0.332733,0.187693,-0.0116647,0.196409,0.120565,0.144186,0.0583598,0.0854923,0.203289,0.238698,0.0537767,0.116973,0.0550914,-0.0790094
-20.3304,1.11373,0.760042,0.996108,0.323803,0.523372,0.475777,0.33149,0.165905,0.143608,0.164133,0.18532,0.032086,-0.0388477,0.277686,0.311713,0.323001,0.0760302,0.0189333,0.0733163
-20.4505,1.73296,0.942156,0.832329,0.398284,0.519854,0.252122,0.192997,0.147973,-0.0768196,-0.254101,-0.119773,0.010195,-0.195482,0.0576711,0.313087,0.176692,-0.0841166,0.137625,0.129044
-19.2623,0.950262,0.379381,0.774189,0.54807,0.601323,0.565078,0.506568,0.323424,0.268847,0.115133,0.0881363,0.11552,0.0433292,-0.185903,0.0265716,-0.0364341,0.0140646,-0.101249,-0.164408
-19.9631,1.26978,0.714525,0.776712,0.636981,0.83923,0.425568,0.161558,0.352777,0.332728,0.253422,0.0410777,0.189322,0.0832728,-0.0200844,-0.0817431,-0.239626,0.0444935,0.112471,0.171674
-20.0443,1.35757,0.830611,0.865883,0.596141,0.575319,0.514395,0.374483,0.163089,0.194586,0.196387,0.122541,0.138823,-0.0420328,-0.0012898,0.207068,-0.0277203,0.091045,0.0433798,0.0914231
-20.253,1.98473,1.21905,0.78687,0.573243,0.53577,0.397617,0.208134,0.346467,0.193355,0.139013,-0.0710865,0.00847733,-0.0509766,0.138584,0.0507607,0.0762132,0.263533,-0.0103828,-0.00167276
-20.5772,1.69276,0.953288,0.674247,0.749649,0.782059,0.507142,0.240778,0.195081,0.301813,0.202351,0.140921,0.251589,0.0375569,0.0449925,-0.197232,-0.166418,0.0542459,-0.16971,-0.133227
-20.6975,1.46554,0.825732,0.858307,0.530726,0.487409,0.618024,0.411885,0.585201,-0.0278769,-0.0819093,0.0895849,-0.236506,-0.0352712,0.164328,0.0142509,0.0286451,0.23232,0.106469,-0.0757702
-19.6347,1.50848,1.00054,1.09037,0.398597,0.311193,0.536005,0.381799,0.0916345,-0.134322,-0.126344,0.075542,0.0565819,0.0861211,0.28568,0.0472104,0.0777828,0.0332455,0.144222,-0.124251
-20.2653,1.73238,0.8983,0.923263,0.476656,0.281055,0.425288,0.555853,0.231061,0.245342,-0.0363884,0.187523,0.1032,0.0215208,-0.0832142,-0.0450533,0.124657,0.117792,0.261455,0.0940993
-20.2738,1.48227,0.915869,0.927007,0.128091,0.0701918,0.270644,0.553154,0.281593,0.104936,0.186969,0.0737941,-0.105542,-0.191745,0.0610165,0.0450147,0.0786469,0.105623,0.224143,0.216953
-20.4552,1.39621,0.73664,0.905608,0.365315,0.48295,0.4415,0.141023,0.310253,0.249528,-0.0173213,0.0522601,-0.0132576,0.0410556,0.214165,0.125752,0.0310892,0.0575072,0.224296,0.220085
-20.1103,1.1802,0.420134,0.9785,0.489802,0.501679,0.316003,0.231864,0.181111,0.411949,0.384102,0.184208,0.0798893,-0.0659958,0.0368394,0.211463,0.200179,-0.0175624,0.0298324,0.0821328
-20.17,1.85998,0.617766,0.562277,0.510519,0.398888,0.27214,0.0044707,-0.304456,0.155037,0.248418,-0.0110179,-0.0957177,0.207946,0.231355,0.238015,0.13605,-0.236938,-0.204296,-0.118265
-19.6988,0.935621,0.76003,0.934643,0.58558,0.359485,0.332616,0.283949,0.0732816,0.269781,0.0136106,-0.120459,-0.0291932,0.240013,0.153183,0.348525,0.0393252,-0.00545215,-0.0503196,-0.0163245
-19.7972,1.15933,0.765017,0.990528,0.591086,0.382551,0.221307,0.414089,0.229233,0.378335,0.184207,0.184455,-0.121514,-0.121036,-0.0547427,0.136581,0.1405,0.129846,0.089652,0.163996
-19.4642,2.63548,0.973443,0.638785,0.183896,-0.10023,0.0204247,0.146679,0.295323,0.0432708,0.0635488,0.010211,0.0563932,0.113614,0.088555,0.166029,0.12772,0.0439037,0.1151,0.130354
-20.6454,1.37178,0.899207,0.963157,0.560449,0.325758,0.260989,0.47993,0.32006,0.495944,0.27994,0.107866,0.0936544,0.256144,0.207956,0.290055,-0.00526572,-0.0835136,-0.00521045,0.0441074
-20.0139,1.21771,0.614217,0.649231,0.626302,0.644608,0.307848,0.422328,0.358615,0.455692,0.307443,0.293073,0.0633441,0.237577,0.275947,0.137964,0.0213193,0.0521222,-0.0220771,0.0599631
-19.9042,1.30176,0.555967,0.691038,0.444965,0.430918,0.309956,0.37104,0.643852,0.439695,0.0688227,0.101663,-0.0181832,0.230691,0.274598,0.112878,-0.0585807,-0.197837,0.0270642,0.0352134
-19.6391,1.25469,0.419955,0.896356,0.796536,0.378647,0.269237,0.498832,0.308788,-0.0740979,-0.107159,0.16352,0.360042,0.357945,0.192927,-0.0544677,-0.017025,0.0936718,-0.0125556,0.0432377
-17.7885,1.25705,-0.272053,0.40673,0.353197,0.302939,0.360889,0.299754,0.125532,0.110553,0.0399562,0.144314,0.0754691,0.0868956,0.145263,0.145205,0.0420521,0.0450288,0.0991545,0.0958723
-20.0018,1.26259,0.250853,0.562296,0.502831,0.426334,0.308485,0.313176,0.177727,0.146042,0.115957,0.139058,0.165121,0.127379,0.248019,0.272852,0.262648,0.251053,0.155218,0.118933
-19.5061,1.13586,0.667003,0.79562,0.306066,0.308908,0.37159,0.212293,0.0678186,0.0906651,0.220921,0.298706,0.295158,0.115518,0.100063,0.255819,0.0753118,0.240191,0.114948,-0.135575
-20.3491,0.978808,0.697982,1.01534,0.717639,0.515819,0.281528,0.317321,0.0961941,0.0408925,0.181539,0.412826,0.274338,0.0457636,0.100677,0.060719,0.170985,0.11232,-0.181067,-0.179367
-17.4259,0.613495,0.541208,0.428377,0.0603345,0.460648,0.217214,0.0779473,0.179787,0.177969,0.184246,0.133196,0.169414,0.139269,0.231562,0.158731,0.143766,0.129569,0.19182,0.109646
-18.9812,1.22049,0.708727,0.452086,0.0909459,0.453628,0.311187,0.195378,0.232178,0.172616,0.11394,0.10863,0.0515199,0.0801874,0.100562,-0.00753036,-0.00841565,-0.00288793,0.0506097,0.0286364
-20.4047,1.93088,1.08666,0.861435,0.398459,0.488018,0.451834,0.504889,0.519719,0.356992,0.0874432,-0.160209,0.0312809,0.186263,0.0473191,-0.0338542,0.0343994,-0.0587903,-0.0431752,-0.00761705
-19.7075,2.01388,0.621888,0.404771,0.689441,0.978992,0.607784,0.479306,0.297014,-0.0136755,0.304218,0.217015,-0.0178479,0.10928,0.190091,-0.0408908,-0.0585556,-0.0174597,0.0316467,-0.0757529
-17.5053,0.816294,-0.314583,0.836707,-0.00204085,0.516461,0.206662,0.4557,0.12674,0.188535,0.136587,0.110126,0.0261832,0.0529496,-0.0392043,0.0679632,0.0707987,0.0133333,0.056079,-0.0259222
